customer_id,recency,frequency,monetary_value,r_score,f_score,m_score
CS5813,88,10,751,1,3,3
CS4813,88,8,553,1,1,1
CS8199,88,11,405,1,3,1
CS3745,88,9,618,1,1,2
CS3788,88,15,894,1,5,4
CS2398,88,7,519,1,1,1
CS7826,88,6,295,1,1,1
CS2311,88,8,545,1,1,1
CS8155,88,7,232,1,1,1
CS3767,88,9,569,1,1,1
CS4816,88,12,815,1,4,4
CS2155,88,7,421,1,1,1
CS5391,88,9,678,1,2,2
CS1245,88,9,563,1,1,1
CS5638,89,8,504,1,1,1
CS3083,89,8,471,1,1,1
CS5009,89,5,356,1,1,1
CS1307,89,5,370,1,1,1
CS5317,89,5,354,1,1,1
CS8734,89,6,275,1,1,1
CS2993,89,6,400,1,1,1
CS2734,89,7,463,1,1,1
CS7667,89,6,279,1,1,1
CS1124,89,5,322,1,1,1
CS8297,89,6,343,1,1,1
CS3472,89,7,464,1,1,1
CS8991,89,7,350,1,1,1
CS1586,89,4,322,1,1,1
CS5506,89,8,662,1,1,2
CS3689,89,10,730,1,2,3
CS5717,89,15,1076,1,5,5
CS6031,89,13,1076,1,5,5
CS8993,89,4,69,1,1,1
CS2827,89,8,550,1,1,1
CS5587,89,13,926,1,4,4
CS4213,89,12,794,1,4,3
CS5038,89,12,872,1,4,4
CS3746,89,7,523,1,1,1
CS8845,89,15,666,1,5,2
CS3183,89,12,806,1,4,4
CS1667,89,8,572,1,1,1
CS7124,89,4,250,1,1,1
CS3364,89,8,558,1,1,1
CS3151,89,8,575,1,1,1
CS4267,89,14,1001,1,5,5
CS1897,89,13,985,1,4,5
CS2297,89,9,763,1,2,3
CS3267,89,11,726,1,3,3
CS2845,89,18,1211,1,5,5
CS2140,89,13,981,1,5,5
CS3021,89,8,597,1,1,2
CS1691,89,13,971,1,4,5
CS8314,89,5,203,1,1,1
CS7573,90,9,445,1,2,1
CS5165,90,13,924,1,5,4
CS3626,90,11,792,1,3,3
CS5982,90,9,564,1,1,1
CS1315,90,9,658,1,1,2
CS4780,90,10,749,1,3,3
CS5396,90,8,664,1,1,2
CS1689,90,13,803,1,4,4
CS2699,90,10,666,1,2,2
CS5755,90,12,807,1,4,4
CS2148,90,9,677,1,2,2
CS2133,90,11,683,1,3,2
CS7392,90,6,140,1,1,1
CS3784,90,11,714,1,3,3
CS4588,90,11,708,1,3,3
CS7415,90,5,181,1,1,1
CS5461,90,10,801,1,3,4
CS7493,90,9,423,1,2,1
CS1483,90,12,935,1,4,5
CS7689,90,9,330,1,1,1
CS1293,90,13,1105,1,4,5
CS1392,90,7,465,1,1,1
CS3824,90,8,574,1,1,1
CS3550,90,8,479,1,1,1
CS1910,90,10,728,1,2,3
CS6029,90,11,635,1,3,2
CS1415,90,9,545,1,1,1
CS7910,90,8,323,1,1,1
CS8148,90,7,337,1,1,1
CS5856,90,11,747,1,3,3
CS1253,90,9,728,1,1,3
CS3755,90,9,542,1,1,1
CS7293,90,11,456,1,3,1
CS4226,90,16,1246,1,5,5
CS5145,91,10,664,1,3,2
CS2813,91,13,884,1,5,4
CS1978,91,12,823,1,4,4
CS4113,91,6,391,1,1,1
CS4977,91,11,803,1,3,4
CS3731,91,7,509,1,1,1
CS7355,91,9,379,1,2,1
CS3232,91,9,675,1,1,2
CS3255,91,11,745,1,3,3
CS5242,91,13,959,1,5,5
CS1128,91,15,1055,1,5,5
CS1678,91,10,659,1,2,2
CS4458,91,13,1072,1,4,5
CS8135,91,6,320,1,1,1
CS1644,91,13,897,1,4,4
CS4314,91,8,652,1,1,2
CS7229,91,5,253,1,1,1
CS8813,91,11,523,1,4,1
CS8792,91,8,451,1,1,1
CS2539,91,8,595,1,1,2
CS2510,91,13,971,1,5,5
CS3765,91,10,644,1,2,2
CS4972,91,12,782,1,4,3
CS5656,91,12,942,1,4,5
CS7678,91,9,339,1,1,1
CS4984,91,7,457,1,1,1
CS5018,91,11,765,1,3,3
CS4409,92,9,716,1,1,3
CS2334,92,9,590,1,2,2
CS3882,92,10,770,1,3,3
CS4179,92,10,805,1,2,4
CS3494,92,10,745,1,2,3
CS7782,92,10,541,1,2,1
CS7400,92,6,280,1,1,1
CS2308,92,10,715,1,2,3
CS5003,92,9,705,1,2,3
CS4725,92,14,889,1,5,4
CS8943,92,5,253,1,1,1
CS2146,92,10,612,1,2,2
CS5098,92,4,316,1,1,1
CS1506,92,9,614,1,1,2
CS2729,92,16,1147,1,5,5
CS5064,92,6,458,1,1,1
CS8146,92,7,307,1,1,1
CS8433,92,13,622,1,4,2
CS4832,92,10,623,1,3,2
CS4110,92,12,918,1,4,4
CS8729,92,13,568,1,4,1
CS8782,92,8,422,1,1,1
CS1782,92,13,904,1,4,4
CS2782,92,12,896,1,4,4
CS5399,92,9,750,1,2,3
CS8308,92,4,118,1,1,1
CS7506,92,5,184,1,1,1
CS1400,92,9,566,1,1,1
CS5377,92,6,427,1,1,1
CS4973,92,12,839,1,4,4
CS8334,92,7,297,1,1,1
CS4266,92,12,672,1,4,2
CS7156,92,4,128,1,1,1
CS1217,93,10,712,1,2,3
CS4992,93,10,686,1,3,2
CS7217,93,6,274,1,1,1
CS1627,93,8,484,1,1,1
CS4006,93,10,743,1,2,3
CS3476,93,10,733,1,2,3
CS3214,93,10,718,1,2,3
CS4235,93,8,451,1,1,1
CS5552,93,9,636,1,2,2
CS3286,93,8,481,1,1,1
CS7476,93,6,207,1,1,1
CS8486,93,7,270,1,1,1
CS1862,93,10,664,1,2,2
CS2486,93,9,723,1,2,3
CS3820,93,9,652,1,1,2
CS2365,93,7,478,1,1,1
CS8798,93,9,422,1,2,1
CS3303,93,9,582,1,1,1
CS1718,93,13,853,1,4,4
CS7718,93,9,372,1,1,1
CS2798,93,11,802,1,3,4
CS7627,93,2,56,1,1,1
CS4041,93,6,383,1,1,1
CS1923,93,16,1073,1,5,5
CS5189,93,17,1208,1,5,5
CS2470,93,5,363,1,1,1
CS5514,93,12,819,1,4,4
CS3857,93,12,861,1,4,4
CS4878,93,14,869,1,5,4
CS8378,93,10,534,1,2,1
CS7862,93,8,355,1,1,1
CS5130,93,13,880,1,4,4
CS1476,93,11,770,1,3,3
CS3579,93,9,542,1,1,1
CS4587,93,12,896,1,4,4
CS8365,93,2,117,1,1,1
CS8668,94,8,331,1,1,1
CS8320,94,7,341,1,1,1
CS1705,94,12,827,1,4,4
CS4365,94,13,1076,1,4,5
CS4470,94,12,913,1,4,4
CS7817,94,4,189,1,1,1
CS4400,94,6,399,1,1,1
CS2176,94,13,887,1,5,4
CS4015,94,8,683,1,1,2
CS1898,94,8,629,1,1,2
CS8176,94,10,517,1,2,1
CS7240,94,12,454,1,4,1
CS2668,94,11,837,1,3,4
CS7754,94,6,287,1,1,1
CS3025,94,11,835,1,3,4
CS1754,94,9,646,1,2,2
CS3253,94,6,413,1,1,1
CS4208,94,9,606,1,1,2
CS5752,94,17,1359,1,5,5
CS7705,94,5,163,1,1,1
CS3172,94,11,722,1,3,3
CS3323,94,11,722,1,3,3
CS3665,94,10,713,1,2,3
CS3394,94,14,1122,1,5,5
CS2257,95,12,955,1,4,5
CS8880,95,5,250,1,1,1
CS3621,95,12,774,1,4,3
CS1334,95,11,774,1,3,3
CS3883,95,13,935,1,4,5
CS8257,95,9,407,1,1,1
CS1601,95,15,897,1,5,4
CS5011,95,8,525,1,1,1
CS4537,95,9,651,1,1,2
CS2612,95,9,649,1,2,2
CS4265,95,8,444,1,1,1
CS3301,95,9,607,1,1,2
CS3087,95,10,730,1,2,3
CS1304,95,8,480,1,1,1
CS3351,95,6,373,1,1,1
CS4687,95,12,859,1,4,4
CS4789,95,9,693,1,2,3
CS7601,95,11,529,1,3,1
CS5025,95,14,1111,1,5,5
CS2880,95,7,428,1,1,1
CS5508,95,11,718,1,4,3
CS4869,95,12,790,1,4,3
CS7713,95,9,384,1,1,1
CS7304,95,5,172,1,1,1
CS8612,95,7,275,1,1,1
CS5532,95,11,789,1,4,3
CS1777,95,9,677,1,2,2
CS3192,95,7,558,1,1,1
CS3082,95,12,801,1,4,4
CS7757,96,11,592,1,3,2
CS1757,96,16,1096,1,5,5
CS4629,96,9,621,1,2,2
CS4853,96,10,610,1,3,2
CS4320,96,16,1165,1,5,5
CS7376,96,10,480,1,3,1
CS5004,96,8,464,1,1,1
CS8189,96,7,332,1,1,1
CS8840,96,8,251,1,1,1
CS4668,96,8,514,1,1,1
CS2598,96,9,544,1,2,1
CS7356,96,7,278,1,1,1
CS1848,96,10,744,1,2,3
CS5901,96,11,733,1,3,3
CS4247,96,6,493,1,1,1
CS4029,96,7,549,1,1,1
CS3090,96,10,719,1,2,3
CS4861,96,10,810,1,3,4
CS1356,96,12,828,1,4,4
CS8598,96,5,190,1,1,1
CS5829,96,13,845,1,5,4
CS2986,96,10,675,1,2,2
CS5784,96,7,526,1,1,1
CS5610,96,12,861,1,4,4
CS3014,96,12,901,1,4,4
CS8986,96,5,205,1,1,1
CS8511,96,2,117,1,1,1
CS7420,97,13,630,1,4,2
CS8179,97,9,405,1,1,1
CS2679,97,21,1453,1,5,5
CS7250,97,11,393,1,3,1
CS2974,97,10,742,1,2,3
CS2280,97,8,464,1,1,1
CS2198,97,12,774,1,4,3
CS3441,97,10,656,1,2,2
CS4504,97,9,611,1,1,2
CS5632,97,10,724,1,3,3
CS1420,97,15,1195,1,5,5
CS3482,97,9,637,1,1,2
CS5148,97,10,619,1,2,2
CS8679,97,11,438,1,3,1
CS2179,97,12,705,1,4,3
CS5658,97,12,886,1,4,4
CS1670,97,4,345,1,1,1
CS2963,97,12,834,1,4,4
CS8171,97,6,266,1,1,1
CS8050,97,6,293,1,1,1
CS8974,97,8,294,1,1,1
CS5297,97,5,335,1,1,1
CS2171,97,10,665,1,2,2
CS7594,97,2,69,1,1,1
CS4539,97,12,906,1,4,4
CS7600,97,7,311,1,1,1
CS5453,97,9,553,1,2,1
CS5369,97,8,554,1,1,1
CS2367,97,7,487,1,1,1
CS7750,97,5,246,1,1,1
CS4272,97,8,525,1,1,1
CS3546,97,8,577,1,1,1
CS3772,97,8,509,1,1,1
CS8963,97,7,258,1,1,1
CS4611,97,9,566,1,2,1
CS8280,97,6,257,1,1,1
CS2025,97,7,576,1,1,1
CS1480,98,9,676,1,1,2
CS5218,98,6,447,1,1,1
CS5785,98,7,554,1,1,1
CS3894,98,13,927,1,4,4
CS6091,98,8,568,1,1,1
CS6106,98,8,574,1,1,1
CS7367,98,6,261,1,1,1
CS5303,98,10,738,1,2,3
CS5688,98,4,325,1,1,1
CS8641,98,9,353,1,2,1
CS4303,98,16,1077,1,5,5
CS7893,98,7,291,1,1,1
CS5767,98,11,834,1,3,4
CS2982,98,12,808,1,4,4
CS7480,98,6,309,1,1,1
CS7936,98,4,101,1,1,1
CS2028,98,5,355,1,1,1
CS3469,98,14,965,1,5,5
CS5437,98,8,539,1,1,1
CS2302,98,8,559,1,1,1
CS8302,98,6,255,1,1,1
CS4118,98,11,869,1,3,4
CS8982,98,7,338,1,1,1
CS3167,98,11,805,1,3,4
CS5227,98,10,701,1,2,3
CS1893,98,10,615,1,2,2
CS2641,98,10,727,1,2,3
CS1936,98,5,360,1,1,1
CS8139,98,7,384,1,1,1
CS3066,98,8,545,1,1,1
CS5139,99,10,700,1,3,3
CS5374,99,13,886,1,4,4
CS8300,99,6,248,1,1,1
CS3951,99,7,481,1,1,1
CS8859,99,2,108,1,1,1
CS6062,99,4,239,1,1,1
CS5141,99,14,1013,1,5,5
CS5963,99,11,827,1,3,4
CS7148,99,10,528,1,3,1
CS8417,99,6,329,1,1,1
CS7535,99,8,409,1,1,1
CS4894,99,7,504,1,1,1
CS4335,99,9,590,1,1,2
CS5029,99,9,703,1,2,3
CS8402,99,3,104,1,1,1
CS1736,99,12,796,1,4,4
CS1535,99,12,897,1,4,4
CS1148,99,14,1012,1,5,5
CS4040,99,5,314,1,1,1
CS2402,99,3,202,1,1,1
CS5959,99,10,743,1,3,3
CS2300,99,13,1005,1,5,5
CS7920,99,11,508,1,3,1
CS5835,99,13,832,1,5,4
CS3243,99,7,540,1,1,1
CS8415,100,6,261,1,1,1
CS4960,100,9,637,1,2,2
CS1671,100,8,563,1,1,1
CS7671,100,7,305,1,1,1
CS4343,100,8,545,1,1,1
CS7765,100,6,257,1,1,1
CS4328,100,9,614,1,1,2
CS3694,100,13,924,1,4,4
CS2596,100,7,613,1,1,2
CS1765,100,7,476,1,1,1
CS4287,100,12,829,1,4,4
CS8596,100,5,217,1,1,1
CS7860,100,8,358,1,1,1
CS8998,100,5,205,1,1,1
CS5624,100,5,348,1,1,1
CS5649,100,10,620,1,3,2
CS3474,100,8,484,1,1,1
CS5578,100,7,557,1,1,1
CS1262,100,6,430,1,1,1
CS5994,100,13,987,1,4,5
CS3092,100,8,523,1,1,1
CS5837,100,12,866,1,4,4
CS5140,100,16,1109,1,5,5
CS8153,100,4,94,1,1,1
CS3034,100,10,676,1,2,2
CS7433,100,6,291,1,1,1
CS6096,101,6,494,1,1,1
CS8151,101,2,50,1,1,1
CS4888,101,6,521,1,1,1
CS4276,101,14,990,1,5,5
CS4466,101,15,1076,1,5,5
CS2915,101,11,788,1,3,3
CS7428,101,11,525,1,3,1
CS8675,101,7,335,1,1,1
CS5636,101,10,684,1,3,2
CS4988,101,12,920,1,4,4
CS2181,101,6,453,1,1,1
CS4192,101,9,545,1,1,1
CS5533,101,14,880,1,5,4
CS1517,101,13,882,1,4,4
CS2403,101,13,903,1,4,4
CS2684,101,8,676,1,1,2
CS8915,101,9,513,1,1,1
CS8224,101,3,139,1,1,1
CS5980,101,7,502,1,1,1
CS2224,101,10,764,1,2,3
CS5383,101,8,545,1,1,1
CS1975,101,13,866,1,4,4
CS8234,101,5,157,1,1,1
CS3349,101,10,728,1,2,3
CS8035,101,7,370,1,1,1
CS3347,101,12,863,1,4,4
CS7517,101,7,200,1,1,1
CS8181,101,3,112,1,1,1
CS1711,101,8,534,1,1,1
CS7686,101,7,301,1,1,1
CS8912,101,8,297,1,1,1
CS4826,101,10,675,1,3,2
CS2234,101,8,606,1,1,2
CS7711,101,7,218,1,1,1
CS5544,101,8,518,1,1,1
CS5876,101,10,681,1,3,2
CS2912,101,12,874,1,4,4
CS2675,101,10,770,1,2,3
CS1428,101,15,1185,1,5,5
CS8403,101,8,466,1,1,1
CS1373,101,17,1183,1,5,5
CS3764,102,4,240,1,1,1
CS4508,102,10,661,1,3,2
CS4169,102,10,759,1,2,3
CS4583,102,13,985,1,4,5
CS1409,102,11,692,1,3,3
CS5274,102,7,454,1,1,1
CS7753,102,4,129,1,1,1
CS2879,102,11,752,1,3,3
CS8778,102,7,289,1,1,1
CS8879,102,7,276,1,1,1
CS5652,102,6,442,1,1,1
CS8905,102,11,442,1,3,1
CS8397,102,3,82,1,1,1
CS6004,102,14,1091,1,5,5
CS6103,102,12,738,1,4,3
CS3231,102,10,633,1,2,2
CS7914,102,5,269,1,1,1
CS4471,102,11,739,1,3,3
CS7755,102,6,251,1,1,1
CS5074,102,11,716,1,3,3
CS7409,102,7,319,1,1,1
CS2905,102,12,840,1,4,4
CS1755,102,8,523,1,1,1
CS2778,102,9,678,1,2,2
CS1169,102,12,801,1,4,4
CS1773,102,9,523,1,2,1
CS4451,102,11,801,1,3,4
CS2784,102,13,963,1,5,5
CS4517,102,10,737,1,3,3
CS1753,102,8,464,1,1,1
CS7569,102,5,244,1,1,1
CS1846,102,14,912,1,5,4
CS8133,102,10,414,1,2,1
CS6093,102,17,1242,1,5,5
CS4473,102,17,1128,1,5,5
CS4662,103,15,1153,1,5,5
CS8728,103,9,381,1,2,1
CS2488,103,9,687,1,2,2
CS3128,103,15,916,1,5,4
CS3729,103,11,804,1,3,4
CS2940,103,8,497,1,1,1
CS5503,103,13,875,1,4,4
CS4674,103,9,761,1,2,3
CS2914,103,19,1342,1,5,5
CS7261,103,5,188,1,1,1
CS4484,103,13,1052,1,4,5
CS2605,103,11,698,1,3,3
CS8488,103,7,360,1,1,1
CS8914,103,15,585,1,5,1
CS5275,103,8,523,1,1,1
CS1261,103,12,878,1,4,4
CS4024,103,9,583,1,1,1
CS5573,103,14,1022,1,5,5
CS7949,103,10,509,1,2,1
CS5146,103,9,622,1,2,2
CS3535,103,9,621,1,1,2
CS8167,103,9,307,1,1,1
CS8940,103,6,273,1,1,1
CS2728,103,11,845,1,3,4
CS3196,103,10,629,1,2,2
CS1491,103,7,515,1,1,1
CS4925,103,12,759,1,4,3
CS7491,103,5,202,1,1,1
CS8140,103,10,492,1,2,1
CS2225,103,13,844,1,4,4
CS7923,104,13,728,1,5,3
CS4079,104,7,464,1,1,1
CS7277,104,5,163,1,1,1
CS7319,104,10,446,1,2,1
CS7947,104,8,351,1,1,1
CS5923,104,6,358,1,1,1
CS8987,104,6,237,1,1,1
CS5012,104,9,628,1,2,2
CS1277,104,6,449,1,1,1
CS2987,104,11,713,1,3,3
CS4301,104,11,824,1,4,4
CS1578,104,5,417,1,1,1
CS4937,104,5,351,1,1,1
CS4431,104,9,565,1,1,1
CS8099,104,5,221,1,1,1
CS5635,104,11,810,1,3,4
CS1319,104,12,766,1,4,3
CS2099,104,6,360,1,1,1
CS7578,104,4,155,1,1,1
CS1947,104,8,671,1,1,2
CS3813,104,12,795,1,4,4
CS1942,105,11,808,1,3,4
CS8542,105,4,171,1,1,1
CS5576,105,17,1262,1,5,5
CS3188,105,11,701,1,3,3
CS2810,105,6,459,1,1,1
CS3680,105,9,737,1,1,3
CS5674,105,15,991,1,5,5
CS4702,105,12,851,1,4,4
CS7942,105,9,363,1,1,1
CS1150,105,7,557,1,1,1
CS3059,105,11,830,1,3,4
CS8810,105,6,290,1,1,1
CS7150,105,3,158,1,1,1
CS5719,105,11,744,1,3,3
CS8349,105,6,336,1,1,1
CS8615,105,7,310,1,1,1
CS8994,105,8,312,1,1,1
CS4457,105,9,640,1,1,2
CS1474,105,5,380,1,1,1
CS1249,105,10,857,1,2,4
CS3988,105,8,483,1,1,1
CS2676,105,7,554,1,1,1
CS5124,106,16,1215,1,5,5
CS4724,106,8,507,1,1,1
CS3201,106,11,968,1,3,5
CS4115,106,11,761,1,3,3
CS7478,106,5,227,1,1,1
CS8953,106,8,314,1,1,1
CS7898,106,4,200,1,1,1
CS1478,106,8,517,1,1,1
CS4036,106,4,255,1,1,1
CS2361,106,13,930,1,4,4
CS1737,106,10,799,1,2,4
CS3562,106,6,452,1,1,1
CS1654,106,12,927,1,4,4
CS2839,106,10,634,1,2,2
CS8839,106,8,422,1,1,1
CS3447,106,10,703,1,2,3
CS3828,106,11,854,1,3,4
CS4221,106,11,776,1,3,3
CS7654,106,10,488,1,3,1
CS5410,106,4,261,1,1,1
CS1808,106,5,345,1,1,1
CS8759,106,3,126,1,1,1
CS7808,106,4,164,1,1,1
CS4456,106,12,975,1,4,5
CS4327,106,6,445,1,1,1
CS5564,106,12,836,1,4,4
CS5086,106,15,879,1,5,4
CS5919,107,7,465,1,1,1
CS3152,107,9,554,1,1,1
CS1457,107,7,453,1,1,1
CS7550,107,5,214,1,1,1
CS4158,107,10,725,1,2,3
CS4552,107,11,843,1,3,4
CS3186,107,12,893,1,4,4
CS7180,107,11,361,1,3,1
CS6086,107,12,760,1,4,3
CS2015,107,7,499,1,1,1
CS6065,107,8,554,1,1,1
CS5497,107,10,695,1,3,3
CS5128,107,14,965,1,5,5
CS4688,107,8,610,1,1,2
CS4913,107,8,485,1,1,1
CS8670,107,8,378,1,1,1
CS2855,107,9,578,1,2,1
CS4744,107,10,745,1,3,3
CS7457,107,4,133,1,1,1
CS4389,107,15,953,1,5,5
CS8855,107,9,373,1,1,1
CS3081,107,8,566,1,1,1
CS7762,108,4,198,1,1,1
CS2404,108,14,956,1,5,5
CS5817,108,9,745,1,1,3
CS5821,108,12,786,1,4,3
CS7558,108,8,319,1,1,1
CS8174,108,11,465,1,4,1
CS1877,108,9,637,1,2,2
CS7691,108,7,302,1,1,1
CS1762,108,5,352,1,1,1
CS2653,108,9,608,1,2,2
CS4594,108,9,573,1,2,1
CS7945,108,9,445,1,1,1
CS3011,108,18,1173,1,5,5
CS5390,108,17,1198,1,5,5
CS4645,108,5,349,1,1,1
CS8404,108,8,416,1,1,1
CS5796,108,6,441,1,1,1
CS4710,108,7,495,1,1,1
CS8499,108,5,215,1,1,1
CS3613,108,10,820,1,2,4
CS5207,108,3,262,1,1,1
CS5250,108,8,533,1,1,1
CS5033,108,11,940,1,3,5
CS8653,108,6,145,1,1,1
CS4046,109,7,537,1,1,1
CS7747,109,4,158,1,1,1
CS3633,109,7,465,1,1,1
CS2938,109,12,719,1,4,3
CS8252,109,11,468,1,3,1
CS8938,109,5,264,1,1,1
CS7585,109,6,274,1,1,1
CS4636,109,6,375,1,1,1
CS8523,109,5,263,1,1,1
CS3906,109,11,745,1,3,3
CS4572,109,12,720,1,4,3
CS7996,109,9,381,1,1,1
CS4680,109,9,615,1,2,2
CS1585,109,11,661,1,4,2
CS4567,109,4,237,1,1,1
CS2523,109,6,440,1,1,1
CS4075,109,13,998,1,5,5
CS5435,109,11,757,1,3,3
CS7946,109,6,204,1,1,1
CS5019,109,11,762,1,3,3
CS1695,109,15,1024,1,5,5
CS4061,109,7,485,1,1,1
CS3203,109,12,854,1,4,4
CS7576,109,7,296,1,1,1
CS1576,109,12,850,1,4,4
CS3886,109,8,629,1,1,2
CS8383,109,8,385,1,1,1
CS5541,109,13,981,1,4,5
CS7445,109,10,434,1,3,1
CS8472,109,2,91,1,1,1
CS4705,109,6,451,1,1,1
CS4806,109,7,443,1,1,1
CS2492,110,10,719,1,2,3
CS3402,110,8,682,1,1,2
CS5294,110,11,699,1,3,3
CS8990,110,9,409,1,1,1
CS3909,110,13,885,1,5,4
CS4089,110,7,414,1,1,1
CS8956,110,10,347,1,2,1
CS5696,110,11,803,1,4,4
CS3634,110,7,452,1,1,1
CS3844,110,10,637,1,3,2
CS8747,110,8,378,1,1,1
CS3916,110,7,527,1,1,1
CS4728,110,8,597,1,1,2
CS4569,110,10,616,1,2,2
CS8492,110,9,398,1,2,1
CS1165,110,11,653,1,3,2
CS2990,110,18,1209,1,5,5
CS3598,110,8,482,1,1,1
CS5631,110,9,482,1,2,1
CS1232,111,9,713,1,1,3
CS3363,111,9,651,1,1,2
CS4999,111,6,463,1,1,1
CS3462,111,15,1163,1,5,5
CS8461,111,6,207,1,1,1
CS5309,111,9,532,1,2,1
CS1768,111,8,603,1,1,2
CS8588,111,9,496,1,2,1
CS8016,111,10,465,1,2,1
CS2016,111,11,745,1,3,3
CS3805,111,16,1183,1,5,5
CS7859,111,4,250,1,1,1
CS5158,111,11,636,1,3,2
CS5216,111,7,434,1,1,1
CS4769,111,6,363,1,1,1
CS2588,111,12,811,1,4,4
CS3754,111,11,812,1,3,4
CS3895,111,12,867,1,4,4
CS5248,111,14,866,1,5,4
CS7149,111,9,399,1,1,1
CS4951,111,9,688,1,2,2
CS3310,112,8,572,1,1,1
CS5731,112,8,634,1,1,2
CS7952,112,9,451,1,1,1
CS4521,112,10,784,1,3,3
CS1290,112,11,849,1,3,4
CS6092,112,9,621,1,2,2
CS4493,112,10,707,1,3,3
CS5156,112,8,606,1,1,2
CS1865,112,16,1161,1,5,5
CS7865,112,11,547,1,3,1
CS3497,112,5,409,1,1,1
CS5320,112,7,489,1,1,1
CS5206,112,8,602,1,1,2
CS8847,112,7,250,1,1,1
CS1663,112,14,893,1,5,4
CS2847,112,10,721,1,2,3
CS2964,112,13,894,1,4,4
CS1635,112,14,902,1,5,4
CS8964,112,10,469,1,2,1
CS2210,112,7,498,1,1,1
CS1952,112,13,1072,1,4,5
CS5129,112,8,533,1,1,1
CS4008,112,11,871,1,3,4
CS3378,112,10,749,1,2,3
CS3536,112,12,938,1,4,5
CS4452,112,8,566,1,1,1
CS8210,112,4,191,1,1,1
CS7930,112,10,441,1,2,1
CS2705,112,9,672,1,2,2
CS7290,112,9,426,1,2,1
CS1522,112,5,354,1,1,1
CS1930,112,15,1061,1,5,5
CS7635,112,11,544,1,3,1
CS7522,112,3,106,1,1,1
CS4131,113,5,304,1,1,1
CS5973,113,13,840,1,4,4
CS3522,113,5,332,1,1,1
CS7540,113,8,398,1,1,1
CS2051,113,8,640,1,1,2
CS7284,113,10,457,1,3,1
CS2996,113,14,909,1,5,4
CS8996,113,7,369,1,1,1
CS4509,113,10,721,1,3,3
CS8555,113,4,207,1,1,1
CS8824,113,5,287,1,1,1
CS5609,113,7,501,1,1,1
CS7830,114,4,168,1,1,1
CS7300,114,6,293,1,1,1
CS4350,114,13,832,1,4,4
CS1166,114,9,666,1,1,2
CS4652,114,14,954,1,5,5
CS4236,114,9,658,1,1,2
CS3154,114,9,661,1,1,2
CS3299,114,11,720,1,3,3
CS8830,114,8,366,1,1,1
CS2502,114,14,1177,1,5,5
CS1830,114,8,556,1,1,1
CS5455,114,15,1003,1,5,5
CS4346,114,4,323,1,1,1
CS7210,114,10,323,1,3,1
CS5314,114,3,181,1,1,1
CS1210,114,12,934,1,4,4
CS3936,114,12,858,1,4,4
CS7767,114,9,340,1,1,1
CS1783,114,7,460,1,1,1
CS7166,114,8,296,1,1,1
CS3977,114,7,474,1,1,1
CS5838,114,8,636,1,1,2
CS8502,114,12,531,1,4,1
CS2830,114,15,1156,1,5,5
CS4355,114,7,514,1,1,1
CS6016,115,8,588,1,1,1
CS3736,115,11,732,1,3,3
CS7393,115,6,223,1,1,1
CS8697,115,7,374,1,1,1
CS1484,115,6,449,1,1,1
CS2480,115,5,300,1,1,1
CS5169,115,9,632,1,2,2
CS4056,115,10,787,1,3,3
CS4049,115,13,825,1,5,4
CS8480,115,4,174,1,1,1
CS4427,115,9,575,1,1,1
CS5702,115,14,1004,1,5,5
CS1798,115,13,837,1,4,4
CS3811,115,10,767,1,3,3
CS2132,115,8,551,1,1,1
CS3798,115,9,658,1,1,2
CS4145,115,10,696,1,2,3
CS1393,115,10,835,1,2,4
CS8132,115,5,267,1,1,1
CS7673,115,8,394,1,1,1
CS4990,116,11,840,1,3,4
CS5405,116,12,809,1,4,4
CS2175,116,13,819,1,5,4
CS7345,116,4,143,1,1,1
CS4377,116,9,490,1,1,1
CS3840,116,13,733,1,4,3
CS8091,116,7,287,1,1,1
CS5225,116,13,868,1,5,4
CS8695,116,9,373,1,2,1
CS3587,116,11,830,1,3,4
CS5590,116,12,746,1,4,3
CS1345,116,9,534,1,1,1
CS2742,116,14,874,1,5,4
CS3734,116,6,424,1,1,1
CS3050,116,11,698,1,3,3
CS4185,116,7,478,1,1,1
CS2452,116,9,561,1,2,1
CS2695,116,11,722,1,3,3
CS7245,116,6,249,1,1,1
CS7177,116,5,213,1,1,1
CS1299,116,16,1127,1,5,5
CS2091,116,12,900,1,4,4
CS8040,116,8,267,1,1,1
CS7299,116,12,641,1,4,2
CS7275,116,4,178,1,1,1
CS2343,116,9,581,1,2,1
CS4369,116,7,470,1,1,1
CS3986,117,6,410,1,1,1
CS2254,117,14,967,1,5,5
CS2949,117,11,746,1,3,3
CS5263,117,16,1171,1,5,5
CS1551,117,9,596,1,1,2
CS3600,117,9,603,1,1,2
CS5729,117,7,511,1,1,1
CS7440,117,8,381,1,1,1
CS3601,117,6,393,1,1,1
CS3258,117,11,791,1,3,3
CS5916,117,7,541,1,1,1
CS4598,117,10,631,1,2,2
CS3228,117,15,1023,1,5,5
CS4874,117,13,1009,1,5,5
CS1440,117,12,859,1,4,4
CS5060,117,9,642,1,2,2
CS4074,117,24,1699,1,5,5
CS1516,117,11,856,1,3,4
CS5354,117,10,598,1,3,2
CS3057,117,7,473,1,1,1
CS1570,118,14,942,1,5,5
CS4349,118,14,1059,1,5,5
CS7852,118,5,208,1,1,1
CS7570,118,10,493,1,3,1
CS5362,118,9,663,1,2,2
