customer_id,recency,frequency,monetary_value,r_score,f_score,m_score
CS3454,51,9,511,3,1,1
CS7501,51,9,382,3,2,1
CS4162,51,10,655,3,2,2
CS1786,51,18,1221,3,5,5
CS1113,51,11,775,3,3,3
CS5540,51,8,531,3,1,1
CS5769,51,8,518,3,1,1
CS2288,51,12,781,3,4,3
CS2089,51,15,1064,3,5,5
CS7366,51,8,432,3,1,1
CS1863,51,11,779,3,3,3
CS1501,51,15,1064,3,5,5
CS2109,51,13,820,3,5,4
CS2960,51,12,918,3,4,4
CS1444,51,10,821,3,2,4
CS1764,51,12,913,3,4,4
CS4100,51,7,540,3,1,1
CS3738,51,10,544,3,2,1
CS1719,51,6,452,3,1,1
CS3027,51,7,527,3,1,1
CS2194,51,14,1003,3,5,5
CS5147,51,13,865,3,4,4
CS3207,51,12,775,3,4,3
CS8109,51,8,341,3,1,1
CS5423,51,7,498,3,1,1
CS2529,51,11,927,3,3,4
CS7723,51,5,216,3,1,1
CS4948,51,10,685,3,3,2
CS8288,51,11,498,3,3,1
CS4167,51,13,854,3,4,4
CS7444,51,4,129,3,1,1
CS5118,51,9,618,3,2,2
CS7738,51,7,249,3,1,1
CS3264,51,6,499,3,1,1
CS4255,51,13,941,3,4,5
CS3583,51,8,499,3,1,1
CS2103,51,8,534,3,1,1
CS5884,51,7,562,3,1,1
CS8103,51,5,208,3,1,1
CS7113,51,7,259,3,1,1
CS6020,51,9,796,3,1,4
CS8073,51,4,163,3,1,1
CS8200,51,7,247,3,1,1
CS4395,51,8,598,3,1,2
CS2200,51,10,723,3,2,3
CS5613,51,9,623,3,2,2
CS3457,51,10,733,3,2,3
CS8780,51,5,279,3,1,1
CS2073,51,6,415,3,1,1
CS7816,51,7,263,3,1,1
CS1208,51,9,589,3,1,1
CS7208,51,5,273,3,1,1
CS3496,51,9,717,3,1,3
CS8529,51,8,409,3,1,1
CS3292,51,9,699,3,1,3
CS1531,51,15,1083,3,5,5
CS4745,51,12,717,3,4,3
CS7764,51,10,457,3,3,1
CS7271,51,7,310,3,1,1
CS1723,51,11,768,3,3,3
CS5589,51,15,1154,3,5,5
CS8732,51,4,168,3,1,1
CS3809,52,12,830,3,4,4
CS4812,52,10,740,3,3,3
CS5400,52,11,726,3,3,3
CS7438,52,5,304,3,1,1
CS3211,52,6,427,3,1,1
CS2546,52,13,855,3,5,4
CS2236,52,12,743,3,4,3
CS5234,52,6,409,3,1,1
CS2815,52,5,374,3,1,1
CS4647,52,14,995,3,5,5
CS1438,52,6,452,3,1,1
CS5525,52,10,664,3,3,2
CS7337,52,10,309,3,2,1
CS7884,52,4,131,3,1,1
CS5298,52,7,448,3,1,1
CS2603,52,15,1037,3,5,5
CS4930,52,11,822,3,3,4
CS2578,52,16,1105,3,5,5
CS8660,52,5,235,3,1,1
CS5133,52,8,664,3,1,2
CS4822,52,10,628,3,3,2
CS4793,52,16,1103,3,5,5
CS1482,52,4,206,3,1,1
CS2660,52,5,268,3,1,1
CS8546,52,9,336,3,2,1
CS1337,52,11,785,3,3,3
CS4887,52,12,780,3,4,3
CS3366,52,14,1064,3,5,5
CS2586,52,7,438,3,1,1
CS5406,52,13,967,3,4,5
CS3641,52,11,779,3,3,3
CS7159,52,8,419,3,1,1
CS2889,52,10,762,2,2,3
CS1884,52,6,327,2,1,1
CS5293,52,11,768,2,3,3
CS6021,52,14,967,2,5,5
CS4946,52,9,705,2,2,3
CS8603,52,10,395,2,2,1
CS1159,52,11,757,2,3,3
CS3637,52,14,936,2,5,5
CS5628,52,10,620,2,3,2
CS8578,52,9,380,2,2,1
CS3585,52,8,578,2,1,1
CS7482,52,2,68,2,1,1
CS8586,52,2,105,2,1,1
CS2624,53,14,959,2,5,5
CS2614,53,7,448,2,1,1
CS4353,53,12,962,2,4,5
CS4156,53,7,623,2,1,2
CS3652,53,8,552,2,1,1
CS7581,53,15,738,2,5,3
CS8031,53,9,418,2,1,1
CS4964,53,12,738,2,4,3
CS8114,53,3,97,2,1,1
CS2031,53,12,932,2,4,4
CS4664,53,6,527,2,1,1
CS1587,53,14,936,2,5,5
CS4148,53,10,729,2,2,3
CS4193,53,14,938,2,5,5
CS3645,53,15,1133,2,5,5
CS3418,53,8,494,2,1,1
CS2714,53,8,527,2,1,1
CS3826,53,15,993,2,5,5
CS7819,53,7,265,2,1,1
CS3640,53,11,718,2,3,3
CS5247,53,9,640,2,2,2
CS3320,53,6,418,2,1,1
CS8614,53,6,300,2,1,1
CS3751,53,9,632,2,1,2
CS1581,53,15,990,2,5,5
CS3980,53,7,527,2,1,1
CS2865,53,10,774,2,2,3
CS3816,53,11,808,2,3,4
CS7218,53,10,552,2,3,1
CS4141,53,16,1307,2,5,5
CS8375,53,6,217,2,1,1
CS5781,53,13,833,2,5,4
CS3675,53,11,748,2,3,3
CS7238,53,11,505,2,3,1
CS4209,53,8,572,2,1,1
CS8624,53,11,572,2,3,1
CS4928,53,7,471,2,1,1
CS1492,53,9,628,2,1,2
CS4114,53,5,313,2,1,1
CS4445,53,11,815,2,3,4
CS2700,53,13,1040,2,4,5
CS2785,53,13,1041,2,5,5
CS6054,53,10,700,2,2,3
CS1218,53,11,693,2,3,3
CS2114,53,7,380,2,1,1
CS4044,53,18,1183,2,5,5
CS5615,53,7,512,2,1,1
CS7492,53,8,323,2,1,1
CS3548,53,12,806,2,4,4
CS6073,53,14,1022,2,5,5
CS3968,53,10,671,2,3,2
CS8785,53,11,474,2,3,1
CS1819,53,9,593,2,1,2
CS4338,53,11,686,2,3,2
CS3609,53,10,609,2,2,2
CS5039,53,14,853,2,5,4
CS8714,53,5,183,2,1,1
CS5502,53,10,663,2,3,2
CS4386,53,10,671,2,3,2
CS7587,53,11,484,2,3,1
CS4126,53,7,433,2,1,1
CS4132,54,9,582,2,1,1
CS3260,54,13,1045,2,4,5
CS1540,54,11,768,2,3,3
CS3554,54,9,757,2,1,3
CS3296,54,11,721,2,3,3
CS2360,54,6,433,2,1,1
CS5522,54,18,1264,2,5,5
CS2479,54,5,384,2,1,1
CS8039,54,6,303,2,1,1
CS5046,54,12,778,2,4,3
CS5990,54,15,1088,2,5,5
CS5694,54,12,802,2,4,4
CS8244,54,9,338,2,1,1
CS4416,54,13,943,2,4,5
CS1163,54,13,950,2,4,5
CS2744,54,11,777,2,3,3
CS4290,54,8,607,2,1,2
CS2279,54,11,713,2,3,3
CS2760,54,8,575,2,1,1
CS4940,54,10,637,2,3,2
CS5929,54,11,835,2,3,4
CS1177,54,9,738,2,1,3
CS8360,54,6,355,2,1,1
CS2039,54,10,643,2,2,2
CS1243,54,6,322,2,1,1
CS1192,54,6,363,2,1,1
CS6005,54,6,405,2,1,1
CS3538,54,4,308,2,1,1
CS4009,54,5,264,2,1,1
CS3829,54,6,349,2,1,1
CS5155,54,12,893,2,4,4
CS2244,54,13,990,2,4,5
CS8832,54,10,455,2,2,1
CS4047,54,11,808,2,3,4
CS4083,54,14,988,2,5,5
CS7264,54,6,259,2,1,1
CS8305,54,6,280,2,1,1
CS7163,54,9,402,2,1,1
CS3461,54,11,735,2,3,3
CS7243,54,3,109,2,1,1
CS5953,54,12,734,2,4,3
CS1675,54,14,1144,2,5,5
CS5306,54,7,563,2,1,1
CS2727,54,12,703,2,4,3
CS5849,54,7,471,2,1,1
CS3660,54,6,481,2,1,1
CS3437,54,11,926,2,3,4
CS8479,54,3,140,2,1,1
CS1740,55,15,1246,2,5,5
CS1266,55,9,672,2,1,2
CS1804,55,9,647,2,2,2
CS1967,55,10,674,2,2,2
CS7127,55,10,449,2,3,1
CS8104,55,13,631,2,4,2
CS5283,55,11,672,2,3,2
CS7971,55,1,58,2,1,1
CS8263,55,7,229,2,1,1
CS2263,55,10,758,2,2,3
CS8770,55,9,427,2,2,1
CS7740,55,11,401,2,3,1
CS4137,55,13,934,2,4,4
CS5723,55,8,572,2,1,1
CS4987,55,9,574,2,2,1
CS1971,55,5,402,2,1,1
CS1207,55,10,752,2,2,3
CS2671,55,7,601,2,1,2
CS1888,55,14,1155,2,5,5
CS2592,55,11,871,2,3,4
CS1624,55,12,874,2,4,4
CS7815,55,1,41,2,1,1
CS7804,55,8,297,2,1,1
CS4001,55,14,978,2,5,5
CS1598,55,8,547,2,1,1
CS2434,55,10,696,2,2,3
CS1433,55,12,877,2,4,4
CS4007,55,12,819,2,4,4
CS2128,55,9,516,2,2,1
CS5566,55,10,609,2,3,2
CS2298,55,12,879,2,4,4
CS1448,55,9,739,2,1,3
CS6100,55,6,410,2,1,1
CS5489,55,12,761,2,4,3
CS1127,55,12,866,2,4,4
CS3654,55,11,939,2,3,5
CS1815,55,6,364,2,1,1
CS4897,55,15,1018,2,5,5
CS5331,55,15,1146,2,5,5
CS4172,55,8,554,2,1,1
CS5657,55,5,288,2,1,1
CS7207,55,7,348,2,1,1
CS8115,55,7,361,2,1,1
CS7967,55,7,344,2,1,1
CS5726,55,11,841,2,3,4
CS1869,55,8,501,2,1,1
CS8592,55,7,294,2,1,1
CS4103,55,15,1087,2,5,5
CS8995,55,3,120,2,1,1
CS2995,55,5,275,2,1,1
CS4962,55,14,968,2,5,5
CS7869,55,4,175,2,1,1
CS7624,55,9,322,2,1,1
CS2115,55,8,712,2,1,3
CS2104,55,17,1154,2,5,5
CS3723,55,8,684,2,1,2
CS5737,55,9,620,2,1,2
CS8434,55,8,391,2,1,1
CS2681,56,13,801,2,4,4
CS8493,56,10,411,2,2,1
CS7352,56,8,370,2,1,1
CS4839,56,17,1249,2,5,5
CS3052,56,14,1054,2,5,5
CS6070,56,12,796,2,4,4
CS3086,56,15,1062,2,5,5
CS4200,56,7,440,2,1,1
CS5441,56,9,576,2,2,1
CS5943,56,13,857,2,4,4
CS3271,56,17,1083,2,5,5
CS4846,56,11,859,2,3,4
CS7969,56,11,364,2,3,1
CS1190,56,11,863,2,3,4
CS3311,56,11,762,2,3,3
CS2571,56,7,576,2,1,1
CS8681,56,9,356,2,2,1
CS5687,56,15,1099,2,5,5
CS7396,56,10,438,2,2,1
CS3419,56,12,869,2,4,4
CS5109,56,14,1003,2,5,5
CS4095,56,8,549,2,1,1
CS8657,56,10,407,2,2,1
CS8346,56,11,595,2,3,2
CS5117,56,13,895,2,4,4
CS5824,56,5,412,2,1,1
CS1823,56,6,426,2,1,1
CS8571,56,3,192,2,1,1
CS7823,56,6,315,2,1,1
CS5911,56,11,914,2,3,4
CS3561,56,20,1451,2,5,5
CS2467,56,7,376,2,1,1
CS5384,56,14,913,2,5,4
CS1840,56,7,429,2,1,1
CS1352,56,9,673,2,1,2
CS4967,56,16,1221,2,5,5
CS2657,56,16,1320,2,5,5
CS1969,56,16,1033,2,5,5
CS8467,56,5,241,2,1,1
CS3975,56,16,1171,2,5,5
CS5542,56,7,494,2,1,1
CS4475,56,12,960,2,4,5
CS3662,56,11,824,2,3,4
CS4648,56,9,676,2,2,2
CS7840,56,5,300,2,1,1
CS1708,56,12,905,2,4,4
CS8298,56,7,233,2,1,1
CS5747,56,11,697,2,3,3
CS2346,56,15,984,2,5,5
CS4891,56,11,816,2,3,4
CS3159,56,10,668,2,2,2
CS4863,56,11,824,2,3,4
CS4936,57,16,1054,2,5,5
CS5440,57,11,689,2,3,2
CS5325,57,13,941,2,4,5
CS5023,57,10,756,2,3,3
CS1799,57,6,397,2,1,1
CS4184,57,6,341,2,1,1
CS8287,57,5,142,2,1,1
CS2055,57,19,1258,2,5,5
CS8907,57,9,416,2,1,1
CS3676,57,12,813,2,4,4
CS3780,57,7,444,2,1,1
CS1631,57,9,629,2,1,2
CS1557,57,15,961,2,5,5
CS7835,57,5,228,2,1,1
CS3524,57,10,577,2,2,1
CS4324,57,11,787,2,3,3
CS3354,57,7,376,2,1,1
CS3519,57,12,967,2,4,5
CS2704,57,15,1016,2,5,5
CS4250,57,8,582,2,1,1
CS8853,57,10,396,2,2,1
CS3635,57,8,510,2,1,1
CS7780,57,4,201,2,1,1
CS7799,57,5,227,2,1,1
CS3435,57,9,554,2,1,1
CS7460,57,6,330,2,1,1
CS3338,57,10,651,2,2,2
CS2415,57,13,934,2,4,4
CS3448,57,11,870,2,3,4
CS8751,57,7,264,2,1,1
CS2853,57,17,1234,2,5,5
CS2723,57,9,606,2,2,2
CS4356,57,15,996,2,5,5
CS2751,57,12,887,2,4,4
CS3935,57,14,980,2,5,5
CS2733,57,10,654,2,2,2
CS3012,57,10,665,2,2,2
CS5986,57,12,906,2,4,4
CS8733,57,6,300,2,1,1
CS5409,57,9,641,2,2,2
CS7955,57,9,417,2,1,1
CS2260,57,9,543,2,2,1
CS5527,57,12,828,2,4,4
CS7121,57,6,208,2,1,1
CS1707,57,12,796,2,4,4
CS1460,57,8,494,2,1,1
CS2287,57,10,695,2,2,3
CS2272,57,10,695,2,2,3
CS3520,57,9,738,2,1,3
CS3832,57,12,750,2,4,3
CS4632,57,7,559,2,1,1
CS7247,57,11,537,2,3,1
CS8723,57,8,462,2,1,1
CS1121,57,8,378,2,1,1
CS3946,57,11,624,2,3,2
CS2454,57,13,914,2,4,4
CS3932,57,10,701,2,3,3
CS1835,57,6,425,2,1,1
CS2208,58,13,832,2,5,4
CS5779,58,14,1034,2,5,5
CS4577,58,10,829,2,2,4
CS5006,58,8,569,2,1,1
CS4325,58,7,572,2,1,1
CS2108,58,7,476,2,1,1
CS8264,58,7,367,2,1,1
CS8208,58,9,378,2,1,1
CS1810,58,8,567,2,1,1
CS4302,58,11,795,2,3,4
CS4518,58,8,649,2,1,2
CS7837,58,9,506,2,1,1
CS4546,58,5,230,2,1,1
CS7122,58,5,246,2,1,1
CS8801,58,9,547,2,1,1
CS7303,58,12,719,2,4,3
CS2174,58,15,1158,2,5,5
CS2139,58,11,915,2,3,4
CS7810,58,4,183,2,1,1
CS2801,58,12,694,2,4,3
CS2688,58,11,736,2,3,3
CS2840,58,17,1181,2,5,5
CS7236,58,3,106,2,1,1
CS1360,58,9,680,2,1,2
CS5985,58,11,680,2,3,2
CS4334,58,10,676,2,3,2
CS7639,58,12,532,2,4,1
CS4804,58,15,961,2,5,5
CS2264,58,9,688,2,2,2
CS3439,58,10,593,2,2,2
CS6101,58,10,731,2,2,3
CS7360,58,6,286,2,1,1
CS2994,58,11,776,2,3,3
CS8108,58,3,149,2,1,1
CS1303,58,14,1070,2,5,5
CS1236,58,4,262,2,1,1
CS1122,58,5,407,2,1,1
CS5549,58,10,749,2,3,3
CS4677,58,8,550,2,1,1
CS5192,58,11,878,2,3,4
CS1837,58,11,870,2,3,4
CS2044,59,9,555,2,2,1
CS3488,59,10,643,2,2,2
CS5319,59,13,881,2,4,4
CS5611,59,12,955,2,4,5
CS1573,59,12,949,2,4,5
CS8952,59,8,362,2,1,1
CS3663,59,14,971,2,5,5
CS1533,59,13,991,2,4,5
CS4929,59,14,893,2,5,4
CS2952,59,13,861,2,4,4
CS5958,59,8,526,2,1,1
CS2418,59,9,557,2,2,1
CS5488,59,12,870,2,4,4
CS6058,59,7,546,2,1,1
CS5136,59,12,907,2,4,4
CS2639,59,14,1023,2,5,5
CS3178,59,13,989,2,4,5
CS3143,59,8,359,2,1,1
CS5746,59,7,554,2,1,1
CS1870,59,16,963,2,5,5
CS3543,59,8,514,2,1,1
CS1659,59,11,791,2,3,3
CS7403,59,12,618,2,4,2
CS7533,59,12,577,2,4,1
CS5432,59,12,781,2,4,3
CS5664,59,12,745,2,4,3
CS7659,59,5,213,2,1,1
CS8639,59,10,469,2,2,1
CS1403,59,16,1281,2,5,5
CS7870,59,9,403,2,1,1
CS8044,59,6,213,2,1,1
CS3019,59,12,771,2,4,3
CS7614,59,7,265,2,1,1
CS2396,59,5,395,2,1,1
CS2508,59,11,752,2,3,3
CS3229,59,16,1104,2,5,5
CS4444,59,8,458,2,1,1
CS2004,59,10,768,2,2,3
CS8036,59,11,408,2,3,1
CS3527,59,10,626,2,2,2
CS3002,59,12,694,2,4,3
CS5867,59,16,1314,2,5,5
CS8396,59,5,291,2,1,1
CS5180,59,5,436,2,1,1
CS2036,59,15,1129,2,5,5
CS5799,59,7,430,2,1,1
CS8616,59,3,165,2,1,1
CS5873,59,12,821,2,4,4
CS2430,59,13,806,2,4,4
CS8508,59,6,278,2,1,1
CS8004,59,4,194,2,1,1
CS3189,59,11,726,2,3,3
CS1160,60,11,727,2,3,3
CS1929,60,11,735,2,3,3
CS3814,60,9,748,2,1,3
CS1820,60,12,905,2,4,4
CS1934,60,5,341,2,1,1
CS3341,60,9,630,2,1,2
CS3678,60,5,399,2,1,1
CS2202,60,11,669,2,3,2
CS2449,60,8,602,2,1,2
CS2521,60,17,1116,2,5,5
CS1935,60,9,671,2,2,2
CS4958,60,5,248,2,1,1
CS4947,60,5,406,2,1,1
CS2384,60,9,528,2,2,1
CS5956,60,14,876,2,5,4
CS5434,60,13,914,2,4,4
CS3224,60,10,762,2,3,3
CS2413,60,8,663,2,1,2
CS5724,60,15,1158,2,5,5
CS3210,60,11,892,2,3,4
CS3901,60,11,744,2,3,3
CS8613,60,5,313,2,1,1
CS7298,60,9,439,2,2,1
CS1504,60,5,369,2,1,1
CS7820,60,8,368,2,1,1
CS3515,60,10,575,2,2,1
CS3030,60,13,837,2,4,4
CS4760,60,10,831,2,3,4
CS3308,60,6,432,2,1,1
CS4408,60,6,379,2,1,1
CS1796,60,7,521,2,1,1
CS3851,60,17,1337,2,5,5
CS3367,60,8,674,2,1,2
CS7796,60,5,215,2,1,1
CS8413,60,4,195,2,1,1
CS8521,60,12,480,2,4,1
CS8202,60,8,397,2,1,1
CS7721,60,11,603,2,3,2
CS5076,60,11,772,2,3,3
CS1390,60,9,554,2,1,1
CS1298,60,13,1014,2,4,5
CS4926,60,10,692,2,3,3
CS7390,60,5,251,2,1,1
CS5474,60,8,483,2,1,1
CS7935,60,8,360,2,1,1
CS4590,60,11,768,2,3,3
CS1499,61,20,1534,2,5,5
CS8054,61,5,219,2,1,1
CS3187,61,12,910,2,4,4
CS3568,61,13,914,2,4,4
CS4659,61,13,910,2,5,4
CS3862,61,10,707,2,3,3
CS6087,61,14,955,2,5,5
CS8491,61,5,265,2,1,1
CS5364,61,15,934,2,5,4
CS7499,61,12,513,2,4,1
CS5586,61,9,679,2,2,2
CS8490,61,10,340,2,2,1
CS4146,61,11,679,2,4,2
CS3628,61,10,617,2,2,2
CS5464,61,16,1199,2,5,5
CS2491,61,9,615,2,1,2
CS1892,61,13,979,2,4,5
CS6077,61,10,689,2,3,2
CS6039,61,10,671,2,3,2
CS3177,61,10,620,2,2,2
CS5733,61,13,1034,2,4,5
CS3169,61,7,525,2,1,1
CS8116,61,10,397,2,2,1
CS2054,61,8,524,2,1,1
CS4315,61,5,360,2,1,1
CS4072,61,8,554,2,1,1
CS7388,61,7,228,2,1,1
CS5753,61,7,499,2,1,1
CS2490,61,14,1069,2,5,5
CS4252,61,14,1021,2,5,5
CS4316,61,11,714,2,3,3
CS3369,61,18,1290,2,5,5
CS7933,61,10,578,2,2,1
CS1222,61,10,781,2,2,3
CS5902,61,7,520,2,1,1
CS4423,61,4,365,2,1,1
CS2656,61,14,1024,2,5,5
CS3199,61,9,479,2,1,1
CS6033,61,10,627,2,3,2
CS7222,61,7,235,2,1,1
CS7892,61,8,472,2,1,1
CS8177,61,6,215,2,1,1
CS8293,61,8,472,2,1,1
CS4701,61,15,1148,2,5,5
CS8707,61,2,110,2,1,1
CS3508,61,6,417,2,1,1
CS1806,61,10,720,2,2,3
CS6038,61,9,727,2,1,3
CS4430,61,7,412,2,1,1
CS2683,61,13,867,2,4,4
CS8683,61,6,273,2,1,1
CS5348,61,8,622,2,1,2
CS6053,61,10,734,2,2,3
CS1933,61,11,738,2,3,3
CS2293,61,9,549,2,2,1
CS4716,61,5,373,2,1,1
CS2511,61,5,307,2,1,1
CS4111,61,13,883,2,4,4
CS8768,62,7,228,2,1,1
CS3920,62,8,612,2,1,2
CS5864,62,5,476,2,1,1
CS2168,62,7,525,2,1,1
CS8309,62,8,482,2,1,1
CS8831,62,6,219,2,1,1
CS3048,62,6,402,2,1,1
CS3786,62,5,355,2,1,1
CS1228,62,9,645,2,1,2
CS5014,62,14,860,2,5,4
CS5806,62,5,326,2,1,1
CS1179,62,15,1073,2,5,5
CS7630,62,6,287,2,1,1
CS3655,62,11,788,2,3,3
CS1575,62,13,786,2,4,3
CS8439,62,9,349,2,2,1
CS4561,62,16,1021,2,5,5
CS2309,62,12,782,2,4,3
CS2693,62,12,899,2,4,4
CS7369,62,8,332,2,1,1
CS2768,62,10,769,2,2,3
CS3658,62,16,988,2,5,5
CS3908,62,13,986,2,5,5
CS7435,62,7,341,2,1,1
CS3141,62,13,971,2,4,5
CS8601,62,10,412,2,2,1
CS4651,62,6,413,2,1,1
CS4391,62,14,963,2,5,5
CS5376,62,15,957,2,5,5
CS2822,62,10,777,2,2,3
CS8744,62,6,288,2,1,1
CS2831,62,10,796,2,2,4
CS1369,62,11,798,2,3,4
CS8168,62,3,171,2,1,1
CS3426,62,21,1405,2,5,5
CS3722,62,5,371,2,1,1
CS1333,62,6,450,2,1,1
CS8822,62,7,277,2,1,1
CS3996,62,11,816,2,3,4
CS4003,62,7,403,2,1,1
CS1435,62,11,707,2,3,3
CS8693,62,10,422,2,2,1
CS8640,63,7,292,2,1,1
CS2092,63,12,907,2,4,4
CS2369,63,14,1009,2,5,5
CS8950,63,4,234,2,1,1
CS7225,63,4,213,2,1,1
CS7715,63,8,346,2,1,1
CS5087,63,9,543,2,2,1
CS4297,63,8,543,2,1,1
CS5178,63,8,564,2,1,1
CS4895,63,10,677,2,3,2
CS8381,63,8,301,2,1,1
CS1225,63,9,565,2,1,1
CS3120,63,9,578,2,1,1
CS8532,63,3,151,2,1,1
CS4305,63,9,661,2,1,2
CS4758,63,15,929,2,5,4
CS8092,63,9,470,2,1,1
CS4740,63,11,729,2,3,3
CS1715,63,10,600,2,2,2
CS5499,63,8,580,2,1,1
CS2640,63,10,707,2,2,3
CS8152,63,3,100,2,1,1
CS2379,63,8,672,2,1,2
CS3069,63,9,579,2,1,1
CS5278,63,15,998,2,5,5
CS4963,63,9,683,2,2,2
CS4240,63,13,952,2,4,5
CS7204,63,7,352,2,1,1
CS5839,63,7,418,2,1,1
CS7382,63,12,575,2,4,1
CS1279,63,12,789,2,4,3
CS8379,63,5,184,2,1,1
CS2532,63,8,641,2,1,2
CS3149,63,7,511,2,1,1
CS4875,63,7,516,2,1,1
CS2152,63,7,454,2,1,1
CS2381,63,11,754,2,3,3
CS8369,63,11,590,2,3,2
CS2870,63,11,829,2,3,4
CS4842,63,8,515,2,1,1
CS2950,63,8,467,2,1,1
CS4483,63,13,1027,2,4,5
CS3274,63,12,786,2,4,3
CS3319,63,9,520,2,1,1
CS3985,63,5,315,2,1,1
CS2093,63,10,692,2,2,3
CS1204,63,9,511,2,1,1
CS2954,64,12,949,2,4,5
CS8868,64,5,232,2,1,1
CS2399,64,14,944,2,5,5
CS4927,64,11,712,2,3,3
CS8604,64,5,261,2,1,1
CS8611,64,7,288,2,1,1
CS5351,64,10,611,2,3,2
CS2828,64,12,851,2,4,4
CS3989,64,8,482,2,1,1
CS5637,64,10,850,2,3,4
CS2930,64,12,943,2,4,5
CS4207,64,12,816,2,4,4
CS5271,64,8,537,2,1,1
CS7739,64,7,290,2,1,1
CS8169,64,4,229,2,1,1
CS5352,64,9,551,2,2,1
CS2561,64,12,711,2,4,3
CS8518,64,10,432,2,2,1
CS1462,64,13,862,2,5,4
CS5565,64,13,911,2,4,4
CS2868,64,11,865,2,3,4
CS8213,64,7,196,2,1,1
CS3330,64,8,488,2,1,1
CS2400,64,5,383,2,1,1
CS2611,64,9,680,2,1,2
CS2604,64,8,574,2,1,1
CS7649,64,4,239,2,1,1
CS8828,64,8,291,2,1,1
CS8783,64,12,522,2,4,1
CS3322,64,15,1163,2,5,5
CS8954,64,8,331,2,1,1
CS1680,64,10,643,2,2,2
CS5467,64,11,647,2,3,2
CS8561,64,10,468,2,2,1
CS4446,64,12,1035,2,4,5
CS1649,64,6,525,2,1,1
CS3259,64,14,999,2,5,5
CS7680,64,8,305,2,1,1
CS4364,64,9,511,2,1,1
CS1355,64,15,1017,2,5,5
CS5852,64,7,513,2,1,1
CS2896,64,13,965,2,4,5
CS3785,64,8,650,2,1,2
CS8704,64,8,435,2,1,1
CS2169,64,5,435,2,1,1
CS1203,64,8,651,2,1,2
CS4348,64,10,765,2,3,3
CS7151,64,6,222,2,1,1
CS1486,64,8,580,2,1,1
CS3876,64,16,1145,2,5,5
CS1739,64,7,531,2,1,1
CS4443,64,10,665,2,3,2
CS1668,65,5,325,2,1,1
CS2389,65,13,1066,2,4,5
CS4460,65,11,860,2,3,4
CS4726,65,8,550,2,1,1
CS2609,65,10,723,2,2,3
CS5407,65,9,628,2,2,2
CS8722,65,8,355,2,1,1
CS4450,65,12,854,2,4,4
CS1560,65,10,717,2,2,3
CS1717,65,9,691,2,2,3
CS7717,65,6,356,2,1,1
CS8458,65,7,198,2,1,1
CS8526,65,7,252,2,1,1
CS8858,65,5,312,2,1,1
CS8111,65,8,312,2,1,1
CS2722,65,12,814,2,4,4
CS6040,65,9,593,2,1,2
CS4420,65,8,705,2,1,3
CS7608,65,5,221,2,1,1
CS4038,65,8,608,2,1,2
CS3899,65,9,701,2,1,3
CS4920,65,7,408,2,1,1
CS7751,65,9,482,2,1,1
CS5880,65,11,710,2,3,3
CS4333,65,20,1226,2,5,5
CS1920,65,17,1200,2,5,5
CS8834,65,8,463,2,1,1
CS5782,65,12,801,2,4,4
CS4022,65,15,1122,2,5,5
CS1173,65,12,801,2,4,4
CS1608,65,7,465,2,1,1
CS1828,65,11,785,2,3,3
CS1751,65,10,667,2,2,2
CS4801,65,9,672,2,2,2
CS4275,65,9,673,2,1,2
CS5157,65,9,673,2,2,2
CS8609,65,6,220,2,1,1
CS2038,65,13,974,2,4,5
CS3352,65,10,729,2,2,3
CS2130,65,11,781,2,3,3
CS5680,65,11,730,2,4,3
CS7668,65,3,109,2,1,1
CS4387,65,8,524,2,1,1
CS5292,65,13,880,2,4,4
CS2458,65,11,768,2,3,3
CS8138,65,10,346,2,2,1
CS8389,65,7,238,2,1,1
CS8038,65,7,306,2,1,1
CS2138,65,12,943,2,4,5
CS4317,65,8,545,2,1,1
CS2858,65,8,544,2,1,1
CS7173,65,9,351,2,1,1
CS4105,65,7,499,2,1,1
CS4670,66,16,1210,2,5,5
CS5217,66,9,699,2,2,3
CS4299,66,9,594,2,1,2
CS1666,66,10,782,2,2,3
CS7511,66,4,222,2,1,1
CS4917,66,12,700,2,4,3
CS2789,66,15,1253,2,5,5
CS5212,66,14,932,2,5,4
CS1945,66,11,763,2,3,3
CS6080,66,8,536,2,1,1
CS7404,66,9,451,2,2,1
CS2793,66,12,884,2,4,4
CS3638,66,6,420,2,1,1
CS1883,66,6,390,2,1,1
CS1797,66,10,534,2,2,1
CS5345,66,13,954,2,4,5
CS1404,66,13,946,2,5,5
CS5608,66,5,330,2,1,1
CS7847,66,11,507,2,3,1
CS4536,66,10,672,2,3,2
CS4154,66,10,711,2,2,3
CS2591,66,9,679,2,2,2
CS7417,66,6,246,2,1,1
CS7726,66,11,409,2,3,1
CS4803,66,13,1013,2,4,5
CS3914,66,11,794,2,3,4
CS1511,66,6,419,2,1,1
CS3174,66,10,679,2,2,2
CS3070,66,10,647,2,2,2
CS4945,66,12,796,2,4,4
CS5660,66,4,281,2,1,1
CS4568,66,11,678,2,3,2
CS4033,66,9,697,2,1,3
CS1550,66,11,796,2,3,4
CS5538,66,10,630,2,3,2
CS5872,66,9,618,2,2,2
CS1847,66,13,837,2,4,4
CS5739,66,16,1055,2,5,5
CS1417,66,7,492,2,1,1
CS7666,66,6,370,2,1,1
CS8583,67,5,231,2,1,1
CS8340,67,10,469,2,2,1
